7002,1699881.922,7,0,11,1,IN_SERVICE
7008,1699881.922,4,0,15,0,IN_SERVICE
7023,1699881.922,7,1,3,0,IN_SERVICE
7058,1699881.922,7,0,12,0,IN_SERVICE
7063,1699881.922,4,0,19,0,IN_SERVICE
7066,1699881.922,6,0,11,0,IN_SERVICE
7078,1699881.922,10,0,2,2,IN_SERVICE
7155,1699881.922,1,0,18,0,IN_SERVICE
7170,1699881.922,3,0,12,0,IN_SERVICE
7190,1699881.922,12,0,3,0,IN_SERVICE
7191,1699881.922,4,1,6,0,IN_SERVICE
7195,1699881.922,7,1,3,0,IN_SERVICE
7250,1699881.922,4,0,12,0,IN_SERVICE
7252,1699881.922,0,0,18,0,IN_SERVICE
7273,1699881.922,1,1,17,1,IN_SERVICE
7274,1699881.922,5,0,7,0,IN_SERVICE
7285,1699881.922,16,0,20,0,IN_SERVICE
7335,1699881.922,9,1,9,0,IN_SERVICE
7358,1699881.922,3,0,14,0,IN_SERVICE
7457,1699881.922,19,1,3,0,IN_SERVICE
7600,1699881.922,5,0,15,0,IN_SERVICE
7667,1699881.922,22,0,12,0,IN_SERVICE
7762,1699881.922,8,0,5,0,IN_SERVICE
7002,1699882.622,8,0,10,1,IN_SERVICE
7008,1699882.622,4,0,15,0,IN_SERVICE
7023,1699882.622,8,1,2,0,IN_SERVICE
7058,1699882.622,9,0,10,0,IN_SERVICE
7063,1699882.622,5,0,18,0,IN_SERVICE
7066,1699882.622,7,0,10,0,IN_SERVICE
7078,1699882.622,9,0,2,2,IN_SERVICE
7155,1699882.622,1,0,18,0,IN_SERVICE
7170,1699882.622,4,0,11,0,IN_SERVICE
7190,1699882.622,11,0,4,0,IN_SERVICE
7191,1699882.622,3,1,7,0,IN_SERVICE
7195,1699882.622,7,1,3,0,IN_SERVICE
7250,1699882.622,5,0,11,0,IN_SERVICE
7252,1699882.622,0,0,18,0,IN_SERVICE
7273,1699882.622,1,1,17,1,IN_SERVICE
7274,1699882.622,5,0,7,0,IN_SERVICE
