7002,1703165284,1,2,15,1,IN_SERVICE
7008,1703165284,1,0,18,0,IN_SERVICE
7023,1703165284,1,1,9,0,IN_SERVICE
7058,1703165284,0,0,19,0,IN_SERVICE
7063,1703165284,1,0,22,0,IN_SERVICE
7066,1703165284,0,0,17,0,IN_SERVICE
7078,1703165284,3,1,9,2,IN_SERVICE
7155,1703165284,1,1,17,0,IN_SERVICE
7170,1703165284,1,0,14,0,IN_SERVICE
7190,1703165284,0,1,14,0,IN_SERVICE
7191,1703165284,1,1,8,1,IN_SERVICE
7195,1703165284,2,1,8,0,IN_SERVICE
7250,1703165284,0,0,16,0,IN_SERVICE
7252,1703165284,0,2,16,0,IN_SERVICE
7273,1703165284,0,0,20,0,IN_SERVICE
7274,1703165284,2,1,13,0,IN_SERVICE
7285,1703165284,1,2,33,0,IN_SERVICE
7335,1703165284,0,0,18,1,IN_SERVICE
7358,1703165284,0,0,17,0,IN_SERVICE
7457,1703165284,1,1,21,0,IN_SERVICE
7600,1703165284,1,0,19,0,IN_SERVICE
7667,1703165284,17,0,18,0,IN_SERVICE
7762,1703165284,0,1,12,0,IN_SERVICE
7002,1703165884,1,2,15,1,IN_SERVICE
7008,1703165884,1,0,18,0,IN_SERVICE
7023,1703165884,1,1,9,0,IN_SERVICE
7058,1703165884,0,0,19,0,IN_SERVICE
7063,1703165884,2,0,21,0,IN_SERVICE
7066,1703165884,0,0,17,0,IN_SERVICE
7078,1703165884,3,1,9,2,IN_SERVICE
7155,1703165884,0,1,18,0,IN_SERVICE
7170,1703165884,1,0,14,0,IN_SERVICE
7190,1703165884,0,1,14,0,IN_SERVICE
7191,1703165884,1,1,8,1,IN_SERVICE
7195,1703165884,2,1,8,0,IN_SERVICE
7250,1703165884,0,0,16,0,IN_SERVICE
7252,1703165884,0,2,16,0,IN_SERVICE
7273,1703165884,0,0,20,0,IN_SERVICE
7274,1703165884,3,1,12,0,IN_SERVICE
7285,1703165884,1,2,33,0,IN_SERVICE
7335,1703165884,0,0,18,1,IN_SERVICE
7358,1703165884,0,0,17,0,IN_SERVICE
7457,1703165884,1,1,21,0,IN_SERVICE
7600,1703165884,1,0,19,0,IN_SERVICE
7667,1703165884,15,0,20,0,IN_SERVICE
7762,1703165884,0,1,12,0,IN_SERVICE
7002,1703166470,1,2,15,1,IN_SERVICE
7008,1703166470,2,0,17,0,IN_SERVICE
7023,1703166470,0,1,10,0,IN_SERVICE
7058,1703166470,0,0,19,0,IN_SERVICE
7063,1703166470,1,0,22,0,IN_SERVICE
7066,1703166470,0,0,17,0,IN_SERVICE
7078,1703166470,0,1,12,2,IN_SERVICE
7155,1703166470,0,1,18,0,IN_SERVICE
7170,1703166470,0,0,15,0,IN_SERVICE
7190,1703166470,0,1,14,0,IN_SERVICE
7191,1703166470,1,1,8,1,IN_SERVICE
7195,1703166470,2,1,8,0,IN_SERVICE
7250,1703166470,0,0,16,0,IN_SERVICE
7252,1703166470,0,2,16,0,IN_SERVICE
7273,1703166470,1,0,19,0,IN_SERVICE
7274,1703166470,3,1,12,0,IN_SERVICE
7285,1703166470,0,2,34,0,IN_SERVICE
7335,1703166470,0,0,18,1,IN_SERVICE
7358,1703166470,0,0,17,0,IN_SERVICE
7457,1703166470,1,1,21,0,IN_SERVICE
7600,1703166470,0,0,20,0,IN_SERVICE
7667,1703166470,15,0,20,0,IN_SERVICE
7762,1703166470,0,1,12,0,IN_SERVICE
7002,1703167084,0,2,16,1,IN_SERVICE
7008,1703167084,2,0,17,0,IN_SERVICE
7023,1703167084,0,1,10,0,IN_SERVICE
7058,1703167084,0,0,19,0,IN_SERVICE
7063,1703167084,1,0,22,0,IN_SERVICE
7066,1703167084,0,0,17,0,IN_SERVICE
7078,1703167084,1,1,11,2,IN_SERVICE
7155,1703167084,0,1,18,0,IN_SERVICE
7170,1703167084,0,0,15,0,IN_SERVICE
7190,1703167084,0,1,14,0,IN_SERVICE
7191,1703167084,1,1,8,1,IN_SERVICE
7195,1703167084,1,1,9,0,IN_SERVICE
7250,1703167084,0,0,16,0,IN_SERVICE
7252,1703167084,0,2,16,0,IN_SERVICE
7273,1703167084,2,0,18,0,IN_SERVICE
7274,1703167084,3,1,12,0,IN_SERVICE
7285,1703167084,0,2,34,0,IN_SERVICE
7335,1703167084,0,0,18,1,IN_SERVICE
7358,1703167084,0,0,17,0,IN_SERVICE
7457,1703167084,1,1,21,0,IN_SERVICE
7600,1703167084,0,0,20,0,IN_SERVICE
7667,1703167084,15,0,20,0,IN_SERVICE
7762,1703167084,0,1,12,0,IN_SERVICE
7002,1703168607,1,2,15,1,IN_SERVICE
7008,1703168607,2,0,17,0,IN_SERVICE
7023,1703168607,0,1,10,0,IN_SERVICE
7058,1703168607,0,0,19,0,IN_SERVICE
7063,1703168607,1,0,22,0,IN_SERVICE
7066,1703168607,0,0,17,0,IN_SERVICE
7078,1703168607,0,1,12,2,IN_SERVICE
7155,1703168607,1,1,17,0,IN_SERVICE
7170,1703168607,0,0,15,0,IN_SERVICE
7190,1703168607,0,1,14,0,IN_SERVICE
7191,1703168607,0,1,9,1,IN_SERVICE
7195,1703168607,1,1,9,0,IN_SERVICE
7250,1703168607,0,0,16,0,IN_SERVICE
7252,1703168607,0,2,16,0,IN_SERVICE
7273,1703168607,1,0,19,0,IN_SERVICE
7274,1703168607,2,1,13,0,IN_SERVICE
7285,1703168607,1,2,33,0,IN_SERVICE
7335,1703168607,1,0,17,1,IN_SERVICE
7358,1703168607,0,0,17,0,IN_SERVICE
7457,1703168607,1,1,21,0,IN_SERVICE
7600,1703168607,1,0,19,0,IN_SERVICE
7667,1703168607,13,0,22,0,IN_SERVICE
7762,1703168607,2,1,10,0,IN_SERVICE
7002,1703169246,1,2,15,1,IN_SERVICE
7008,1703169246,2,0,17,0,IN_SERVICE
7023,1703169246,0,1,10,0,IN_SERVICE
7058,1703169246,0,0,19,0,IN_SERVICE
7063,1703169246,1,0,22,0,IN_SERVICE
7066,1703169246,0,0,17,0,IN_SERVICE
7078,1703169246,2,1,10,2,IN_SERVICE
7155,1703169246,0,1,18,0,IN_SERVICE
7170,1703169246,0,0,15,0,IN_SERVICE
7190,1703169246,0,1,14,0,IN_SERVICE
7191,1703169246,0,1,9,1,IN_SERVICE
7195,1703169246,1,1,9,0,IN_SERVICE
7250,1703169246,0,0,16,0,IN_SERVICE
7252,1703169246,0,2,16,0,IN_SERVICE
7273,1703169246,2,0,18,0,IN_SERVICE
7274,1703169246,4,1,11,0,IN_SERVICE
7285,1703169246,0,2,34,0,IN_SERVICE
7335,1703169246,1,0,17,1,IN_SERVICE
7358,1703169246,1,0,16,0,IN_SERVICE
7457,1703169246,1,1,21,0,IN_SERVICE
7600,1703169246,1,0,19,0,IN_SERVICE
7667,1703169246,13,0,22,0,IN_SERVICE
7762,1703169246,2,1,10,0,IN_SERVICE
7002,1703169846,0,2,16,1,IN_SERVICE
7008,1703169846,2,0,17,0,IN_SERVICE
7023,1703169846,0,1,10,0,IN_SERVICE
7058,1703169846,0,0,19,0,IN_SERVICE
7063,1703169846,0,0,23,0,IN_SERVICE
7066,1703169846,0,0,17,0,IN_SERVICE
7078,1703169846,2,1,10,2,IN_SERVICE
7155,1703169846,0,1,18,0,IN_SERVICE
7170,1703169846,0,0,15,0,IN_SERVICE
7190,1703169846,1,1,13,0,IN_SERVICE
7191,1703169846,0,1,9,1,IN_SERVICE
7195,1703169846,1,1,9,0,IN_SERVICE
7250,1703169846,0,0,16,0,IN_SERVICE
7252,1703169846,0,2,16,0,IN_SERVICE
7273,1703169846,1,0,19,0,IN_SERVICE
7274,1703169846,4,1,11,0,IN_SERVICE
7285,1703169846,0,2,34,0,IN_SERVICE
7335,1703169846,1,0,17,1,IN_SERVICE
7358,1703169846,1,0,16,0,IN_SERVICE
7457,1703169846,0,1,22,0,IN_SERVICE
7600,1703169846,1,0,19,0,IN_SERVICE
7667,1703169846,12,0,23,0,IN_SERVICE
7762,1703169846,2,1,10,0,IN_SERVICE
7002,1703170448,0,2,16,1,IN_SERVICE
7008,1703170448,1,0,18,0,IN_SERVICE
7023,1703170448,0,1,10,0,IN_SERVICE
7058,1703170448,0,0,19,0,IN_SERVICE
7063,1703170448,0,0,23,0,IN_SERVICE
7066,1703170448,0,0,17,0,IN_SERVICE
7078,1703170448,2,1,10,2,IN_SERVICE
7155,1703170448,1,1,17,0,IN_SERVICE
7170,1703170448,0,0,15,0,IN_SERVICE
7190,1703170448,1,1,13,0,IN_SERVICE
7191,1703170448,0,1,9,1,IN_SERVICE
7195,1703170448,2,1,8,0,IN_SERVICE
7250,1703170448,0,0,16,0,IN_SERVICE
7252,1703170448,0,2,16,0,IN_SERVICE
7273,1703170448,1,0,19,0,IN_SERVICE
7274,1703170448,6,1,9,0,IN_SERVICE
7285,1703170448,0,2,34,0,IN_SERVICE
7335,1703170448,1,0,17,1,IN_SERVICE
7358,1703170448,1,0,16,0,IN_SERVICE
7457,1703170448,0,1,22,0,IN_SERVICE
7600,1703170448,1,0,19,0,IN_SERVICE
7667,1703170448,14,0,21,0,IN_SERVICE
7762,1703170448,2,1,10,0,IN_SERVICE
7002,1703171484,1,2,15,1,IN_SERVICE
7008,1703171484,1,0,18,0,IN_SERVICE
7023,1703171484,0,1,10,0,IN_SERVICE
7058,1703171484,0,0,19,0,IN_SERVICE
7063,1703171484,0,0,23,0,IN_SERVICE
7066,1703171484,0,0,17,0,IN_SERVICE
7078,1703171484,2,1,10,2,IN_SERVICE
7155,1703171484,2,1,16,0,IN_SERVICE
7170,1703171484,0,0,15,0,IN_SERVICE
7190,1703171484,1,1,13,0,IN_SERVICE
7191,1703171484,0,1,9,1,IN_SERVICE
7195,1703171484,1,1,9,0,IN_SERVICE
7250,1703171484,0,0,16,0,IN_SERVICE
7252,1703171484,0,2,16,0,IN_SERVICE
7273,1703171484,1,0,19,0,IN_SERVICE
7274,1703171484,6,1,9,0,IN_SERVICE
7285,1703171484,0,2,34,0,IN_SERVICE
7335,1703171484,1,0,17,1,IN_SERVICE
7358,1703171484,1,0,16,0,IN_SERVICE
7457,1703171484,0,1,22,0,IN_SERVICE
7600,1703171484,2,0,18,0,IN_SERVICE
7667,1703171484,14,0,21,0,IN_SERVICE
7762,1703171484,2,1,10,0,IN_SERVICE
7002,1703172287,1,2,15,1,IN_SERVICE
7008,1703172287,1,0,18,0,IN_SERVICE
7023,1703172287,0,1,10,0,IN_SERVICE
7058,1703172287,0,0,19,0,IN_SERVICE
7063,1703172287,0,0,23,0,IN_SERVICE
7066,1703172287,0,0,17,0,IN_SERVICE
7078,1703172287,2,1,10,2,IN_SERVICE
7155,1703172287,2,1,16,0,IN_SERVICE
7170,1703172287,0,0,15,0,IN_SERVICE
